\N,"It100E9O00g00000","5996","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2135","2138",\N
\N,"It1000aO00g00000","5996","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2381","2384",\N
\N,"It100oaO00g00000","5996","Vista Murrieta High School",\N,\N,\N,"com.ibm.systemT.Organization","Vista Murrieta High School","2476","2502",\N
\N,"It100MaO00g00000","5996","Murrieta Valley Unified School District",\N,\N,\N,"com.ibm.systemT.Organization","Murrieta Valley Unified School District","4278","4317",\N
\N,"It1008bO00g00000","5996","Department Of Justice",\N,\N,\N,"com.ibm.systemT.Organization","Department of Justice","5553","5574",\N
\N,"It100wbO00g00000","5996","Murrieta Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Murrieta Police Department","5656","5682",\N
\N,"It100UbO00g00000","5996","Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Police Department","5729","5746",\N
\N,"gY100M2:00g00000","7952","Department Of Defense",\N,\N,\N,"com.ibm.systemT.Organization","Department of Defense","456","477",\N
\N,"2y0008Yh00g00000","2178","Reuters",\N,\N,\N,"com.ibm.systemT.Organization","Reuters","1","8",\N
\N,"2y000wYh00g00000","2178","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","62","70",\N
\N,"2y000UYh00g00000","2178","Shell",\N,\N,\N,"com.ibm.systemT.Organization","Shell","819","824",\N
\N,"2y000gZh00g00000","2178","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","894","902",\N
\N,"2y000EZh00g00000","2178","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","913","916",\N
\N,"2y0000:h00g00000","2178","Shell",\N,\N,\N,"com.ibm.systemT.Organization","Shell","1359","1364",\N
\N,"2y000o:h00g00000","2178","Shell",\N,\N,\N,"com.ibm.systemT.Organization","Shell","1826","1831",\N
\N,"2y000M:h00g00000","2178","Shell",\N,\N,\N,"com.ibm.systemT.Organization","Shell","1933","1938",\N
\N,"yT000wOq00g00000","3554","CBS",\N,\N,\N,"com.ibm.systemT.Organization","CBS","1","4",\N
\N,"yT000UOq00g00000","3554","University Of Pittsburgh",\N,\N,\N,"com.ibm.systemT.Organization","University of Pittsburgh","212","236",\N
\N,"yT000gPq00g00000","3554","University Of Pittsburgh",\N,\N,\N,"com.ibm.systemT.Organization","University of Pittsburgh","844","868",\N
\N,"yT000EPq00g00000","3554","University Of Pittsburgh",\N,\N,\N,"com.ibm.systemT.Organization","University of Pittsburgh","904","928",\N
\N,"yT0000Qq00g00000","3554","University Of Pittsburgh.",\N,\N,\N,"com.ibm.systemT.Organization","University of Pittsburgh.","3413","3438",\N
\N,"kB000oqh00g00000","2388","San Luis Port Of Entry.",\N,\N,\N,"com.ibm.systemT.Organization","San Luis Port of Entry.","308","331",\N
\N,"kB000Mqh00g00000","2388","Mazda",\N,\N,\N,"com.ibm.systemT.Organization","Mazda","440","445",\N
\N,"kB0008rh00g00000","2388","Office Of Field Operations",\N,\N,\N,"com.ibm.systemT.Organization","Office of Field Operations","1788","1814",\N
\N,"Se000UZ600g00000","950","Ford",\N,\N,\N,"com.ibm.systemT.Organization","Ford","507","511",\N
\N,"Se000g:600g00000","950","Office Of Field Operations",\N,\N,\N,"com.ibm.systemT.Organization","Office of Field Operations","794","820",\N
\N,"ci000om800g00000","1164","Chevrolet",\N,\N,\N,"com.ibm.systemT.Organization","Chevrolet","375","384",\N
\N,"ci000Mm800g00000","1164","Cbp'S Office Of Field Operations",\N,\N,\N,"com.ibm.systemT.Organization","CBP's Office of Field Operations","1014","1046",\N
\N,";d000UK600g00000","895","Ford",\N,\N,\N,"com.ibm.systemT.Organization","Ford","519","523",\N
\N,"Rx000Agf00g00000","2165","CBP Port Of San Luis Launches",\N,\N,\N,"com.ibm.systemT.Organization","CBP Port of San Luis Launches","0","29",\N
\N,"Rx000Ygf00g00000","2165","Port Of San Luis",\N,\N,\N,"com.ibm.systemT.Organization","Port of San Luis","258","274",\N
\N,"lb000U:500g00000","725","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","22","25",\N
\N,"lb000g;500g00000","725","Metropolitan Nashville Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Metropolitan Nashville Police Department","110","150",\N
\N,"lb000E;500g00000","725","Ceva",\N,\N,\N,"com.ibm.systemT.Organization","CEVA","342","346",\N
\N,"lb00000600g00000","725","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","681","684",\N
\N,"3P000Euq00g00000","3267","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","24","32",\N
\N,"3P0000vq00g00000","3267","Columbine High School",\N,\N,\N,"com.ibm.systemT.Organization","Columbine High School","114","135",\N
\N,"3P000ovq00g00000","3267","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","137","140",\N
\N,"3P000Mvq00g00000","3267","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","361","369",\N
\N,"3P0008wq00g00000","3267","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","481","489",\N
\N,"3P000wwq00g00000","3267","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","686","694",\N
\N,"3P000Uwq00g00000","3267","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","1054","1057",\N
\N,"3P000gxq00g00000","3267","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2079","2082",\N
\N,"3P000Exq00g00000","3267","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","2097","2105",\N
\N,"3P0000yq00g00000","3267","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2863","2866",\N
\N,"us000EAe00g00000","1822","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","0","3",\N
\N,"us0000Be00g00000","1822","Carmike Cinemas",\N,\N,\N,"com.ibm.systemT.Organization","Carmike Cinemas","70","85",\N
\N,"us000oBe00g00000","1822","Carmike Cinemas",\N,\N,\N,"com.ibm.systemT.Organization","Carmike Cinemas","305","320",\N
\N,"us000MBe00g00000","1822","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","387","390",\N
\N,"us0008Ce00g00000","1822","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","1553","1556",\N
\N,"bK000gmm00g00000","2955","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","25","28",\N
\N,"bK000Emm00g00000","2955","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2735","2738",\N
\N,"w41000Vt00g00000","4384","Firetide",\N,\N,\N,"com.ibm.systemT.Organization","Firetide, Inc.","44","58",\N
\N,"w4100oVt00g00000","4384","FMC",\N,\N,\N,"com.ibm.systemT.Organization","FMC","211","214",\N
\N,"w4100MVt00g00000","4384","FMC",\N,\N,\N,"com.ibm.systemT.Organization","FMC","531","534",\N
\N,"w41008Wt00g00000","4384","FMC",\N,\N,\N,"com.ibm.systemT.Organization","FMC","641","644",\N
\N,"w4100wWt00g00000","4384","Enterprise",\N,\N,\N,"com.ibm.systemT.Organization","Enterprise Communications","1415","1440",\N
\N,"w4100UWt00g00000","4384","Emergency Medical",\N,\N,\N,"com.ibm.systemT.Organization","Emergency Medical Services","3284","3310",\N
\N,"w4100gXt00g00000","4384","FMC",\N,\N,\N,"com.ibm.systemT.Organization","FMC","4175","4178",\N
\N,"jt10082K00g00000","5971","International Pilots Association",\N,\N,\N,"com.ibm.systemT.Organization","International Pilots Association","699","731",\N
\N,"jt100w2K00g00000","5971","Youtube",\N,\N,\N,"com.ibm.systemT.Organization","YouTube","1571","1578",\N
\N,"jt100U2K00g00000","5971","Civil Aviation Safety Authority",\N,\N,\N,"com.ibm.systemT.Organization","Civil Aviation Safety Authority","1953","1984",\N
\N,"jt100g3K00g00000","5971","Nine Network & News",\N,\N,\N,"com.ibm.systemT.Organization","Nine Network and News Limited","2893","2922",\N
\N,"jt100E3K00g00000","5971","Youtube",\N,\N,\N,"com.ibm.systemT.Organization","YouTube","4374","4381",\N
\N,"jt10004K00g00000","5971","ABC",\N,\N,\N,"com.ibm.systemT.Organization","ABC","5467","5470",\N
\N,"NE000EAj00g00000","2609","Island Public Transit Authority",\N,\N,\N,"com.ibm.systemT.Organization","Island Public Transit Authority","150","181",\N
\N,"FS200YIl10g00000","11689","Austin Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Austin Police Department","377","401",\N
\N,"FS200kJl10g00000","11689","ABC News",\N,\N,\N,"com.ibm.systemT.Organization","ABC News","5343","5351",\N
\N,"FS200IJl10g00000","11689","Scientology'S Celebrity Centre",\N,\N,\N,"com.ibm.systemT.Organization","Scientology's Celebrity Centre","7140","7170",\N
\N,"FS2004Kl10g00000","11689","Facebook",\N,\N,\N,"com.ibm.systemT.Organization","Facebook","8275","8283",\N
\N,"FS200sKl10g00000","11689","Congress",\N,\N,\N,"com.ibm.systemT.Organization","Congress","8468","8476",\N
\N,"FS200QKl10g00000","11689","Ford",\N,\N,\N,"com.ibm.systemT.Organization","Ford","9315","9319",\N
\N,"FS200cLl10g00000","11689","Ford",\N,\N,\N,"com.ibm.systemT.Organization","Ford","9746","9750",\N
\N,"FS200ALl10g00000","11689","Jumbo",\N,\N,\N,"com.ibm.systemT.Organization","jumbo","9902","9907",\N
\N,"FS200YLl10g00000","11689","Al-Qaida",\N,\N,\N,"com.ibm.systemT.Organization","al-Qaida","10546","10554",\N
\N,"or000ssd00g00000","1752","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","952","955",\N
\N,"or000Qsd00g00000","1752","Oakland County Sheriff'S Department",\N,\N,\N,"com.ibm.systemT.Organization","Oakland County Sheriff's Department","1131","1166",\N
\N,"jC0000kj00g00000","2451","Department Of Homeland Security",\N,\N,\N,"com.ibm.systemT.Organization","Department of Homeland Security","462","493",\N
\N,"jC000okj00g00000","2451","Massachusetts Bay Transportation Authority",\N,\N,\N,"com.ibm.systemT.Organization","Massachusetts Bay Transportation Authority","502","544",\N
\N,"to100gbB00g00000","5661","Transportation Security Administration",\N,\N,\N,"com.ibm.systemT.Organization","Transportation Security Administration","117","155",\N
\N,"to100EbB00g00000","5661","Department Of Homeland Security",\N,\N,\N,"com.ibm.systemT.Organization","Department of Homeland Security","464","495",\N
\N,"to1000cB00g00000","5661","Office Of Field Operations",\N,\N,\N,"com.ibm.systemT.Organization","Office of Field Operations","2741","2767",\N
\N,"to100ocB00g00000","5661","Office Of Security Operations",\N,\N,\N,"com.ibm.systemT.Organization","Office of Security Operations","3090","3119",\N
\N,"to100McB00g00000","5661","Office Of Security Policy & Industry",\N,\N,\N,"com.ibm.systemT.Organization","Office of Security Policy and Industry","3132","3170",\N
\N,"s:500YSS20g00000","24476","Wall Street",\N,\N,\N,"com.ibm.systemT.Organization","Wall Street","130","141",\N
\N,"s:500kTS20g00000","24476","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","9462","9465",\N
\N,"s:500ITS20g00000","24476","Cctv",\N,\N,\N,"com.ibm.systemT.Organization","CCTV","12799","12803",\N
\N,"bf2004Va10g00000","9163","Shell",\N,\N,\N,"com.ibm.systemT.Organization","shell","282","287",\N
\N,"bf200sVa10g00000","9163","Shell",\N,\N,\N,"com.ibm.systemT.Organization","shell","1956","1961",\N
\N,"bf200QVa10g00000","9163","Anderson",\N,\N,\N,"com.ibm.systemT.Organization","Anderson","7250","7258",\N
\N,"Ea000Eg500g00000","680","Airbus",\N,\N,\N,"com.ibm.systemT.Organization","Airbus","193","199",\N
\N,"Ea0000h500g00000","680","Airbus",\N,\N,\N,"com.ibm.systemT.Organization","Airbus","584","590",\N
\N,"bk000IJ900g00000","1291","Boeing",\N,\N,\N,"com.ibm.systemT.Organization","Boeing","200","206",\N
\N,"NZ000oVs00g00000","3953","Reuters",\N,\N,\N,"com.ibm.systemT.Organization","Reuters","1468","1475",\N
\N,"NZ000MVs00g00000","3953","Kadima",\N,\N,\N,"com.ibm.systemT.Organization","Kadima","1530","1536",\N
\N,"NZ0008Ws00g00000","3953","Knesset State Comptroller Committee",\N,\N,\N,"com.ibm.systemT.Organization","Knesset State Comptroller Committee","1562","1597",\N
\N,"NZ000wWs00g00000","3953","National Security Council",\N,\N,\N,"com.ibm.systemT.Organization","National Security Council","3830","3855",\N
\N,"pP000oDq00g00000","3289","Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Police Department","18","35",\N
\N,"pP000MDq00g00000","3289","Jackson Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Jackson Police Department","55","80",\N
\N,"Qz1000GQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","204","207",\N
\N,"Qz100oGQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","352","355",\N
\N,"Qz100MGQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","852","855",\N
\N,"Qz1008HQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","1768","1771",\N
\N,"Qz100wHQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2335","2338",\N
\N,"Qz100UHQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","3734","3737",\N
\N,"Qz100gIQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","4111","4114",\N
\N,"Qz100EIQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","4387","4390",\N
\N,"Qz1000JQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","5292","5295",\N
\N,"Qz100oJQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","5725","5728",\N
\N,"Qz100MJQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","6042","6045",\N
\N,"Qz1008KQ00g00000","6388","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","6177","6180",\N
\N,"6s0000Td00g00000","1798","Huntington Ingalls",\N,\N,\N,"com.ibm.systemT.Organization","Huntington Ingalls Industries","485","514",\N
\N,"6s000oTd00g00000","1798","Lockheed Martin",\N,\N,\N,"com.ibm.systemT.Organization","Lockheed Martin","1378","1393",\N
\N,"uB200Aj910g00000","10590","Administration Of George Bush",\N,\N,\N,"com.ibm.systemT.Organization","Administration of George Bush","322","351",\N
\N,"uB200Yj910g00000","10590","World Trade Center",\N,\N,\N,"com.ibm.systemT.Organization","World Trade Center","738","756",\N
\N,"uB200kk910g00000","10590","CIA",\N,\N,\N,"com.ibm.systemT.Organization","CIA","2951","2954",\N
\N,"uB200Ik910g00000","10590","CIA",\N,\N,\N,"com.ibm.systemT.Organization","CIA","3036","3039",\N
\N,"uB2004l910g00000","10590","CIA",\N,\N,\N,"com.ibm.systemT.Organization","CIA","3125","3128",\N
\N,"uB200sl910g00000","10590","Soviet Union",\N,\N,\N,"com.ibm.systemT.Organization","Soviet Union","3544","3556",\N
\N,"uB200Ql910g00000","10590","Halliburton",\N,\N,\N,"com.ibm.systemT.Organization","Halliburton","3952","3963",\N
\N,"uB200cm910g00000","10590","Chevron",\N,\N,\N,"com.ibm.systemT.Organization","Chevron","4010","4017",\N
\N,"uB200Am910g00000","10590","White House",\N,\N,\N,"com.ibm.systemT.Organization","White House","4234","4245",\N
\N,"uB200Ym910g00000","10590","White House",\N,\N,\N,"com.ibm.systemT.Organization","White House Iraq","4919","4935",\N
\N,"uB200kn910g00000","10590","International Atomic Energy Agency",\N,\N,\N,"com.ibm.systemT.Organization","International Atomic Energy Agency","5158","5192",\N
\N,"uB200In910g00000","10590","Congress",\N,\N,\N,"com.ibm.systemT.Organization","Congress","5303","5311",\N
\N,"uB2004o910g00000","10590","UN",\N,\N,\N,"com.ibm.systemT.Organization","UN","5491","5493",\N
\N,"uB200so910g00000","10590","Unocal",\N,\N,\N,"com.ibm.systemT.Organization","Unocal Corp","7051","7062",\N
\N,"uB200Qo910g00000","10590","Taliban",\N,\N,\N,"com.ibm.systemT.Organization","Taliban","7104","7111",\N
\N,"uB200cp910g00000","10590","Bridas Corporation Of Argentina",\N,\N,\N,"com.ibm.systemT.Organization","Bridas Corp of Argentina","7171","7195",\N
\N,"uB200Ap910g00000","10590","Unocal",\N,\N,\N,"com.ibm.systemT.Organization","Unocal","7499","7505",\N
\N,"uB200Yp910g00000","10590","Unocal",\N,\N,\N,"com.ibm.systemT.Organization","Unocal","7603","7609",\N
\N,"uB200kq910g00000","10590","UN",\N,\N,\N,"com.ibm.systemT.Organization","UN","9356","9358",\N
\N,"uB200Iq910g00000","10590","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","10002","10005",\N
\N,"LF0004;m00g00000","2671","ABC News",\N,\N,\N,"com.ibm.systemT.Organization","ABC News","252","260",\N
\N,"LF000s;m00g00000","2671","Bank Of America",\N,\N,\N,"com.ibm.systemT.Organization","Bank of America","311","326",\N
\N,"LF000Q;m00g00000","2671","Angeles County Sheriff'S Department",\N,\N,\N,"com.ibm.systemT.Organization","Angeles County Sheriff's Department","475","510",\N
\N,"LF000c0n00g00000","2671","Dramatic Bank",\N,\N,\N,"com.ibm.systemT.Organization","Dramatic Bank","1037","1050",\N
\N,"LF000A0n00g00000","2671","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","1258","1261",\N
\N,"LF000Y0n00g00000","2671","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","1587","1590",\N
\N,"Uh0000h900g00000","1144","Suffolk County Society For Prevention",\N,\N,\N,"com.ibm.systemT.Organization","Suffolk County Society for Prevention","511","548",\N
\N,"5z1000MP00g00000","6341","Northrop Grumman",\N,\N,\N,"com.ibm.systemT.Organization","Northrop Grumman Corporation","346","374",\N
\N,"5z100oMP00g00000","6341","Department Of Homeland Security",\N,\N,\N,"com.ibm.systemT.Organization","Department of Homeland Security,","619","651",\N
\N,"5z100MMP00g00000","6341","Cambridge Department Of Public Health",\N,\N,\N,"com.ibm.systemT.Organization","Cambridge Department of Public Health","1685","1722",\N
\N,"5z1008NP00g00000","6341","Somerville Health Department",\N,\N,\N,"com.ibm.systemT.Organization","Somerville Health Department","1887","1915",\N
\N,"5z100wNP00g00000","6341","Cambridge Police Department",\N,\N,\N,"com.ibm.systemT.Organization","Cambridge Police Department","2832","2859",\N
\N,"5z100UNP00g00000","6341","Fire Department",\N,\N,\N,"com.ibm.systemT.Organization","Fire Department","2868","2883",\N
\N,"5z100gOP00g00000","6341","Department Of Homeland Security",\N,\N,\N,"com.ibm.systemT.Organization","Department of Homeland Security","4473","4504",\N
\N,"5z100EOP00g00000","6341","Northrop Grumman",\N,\N,\N,"com.ibm.systemT.Organization","Northrop Grumman Corporation","4644","4672",\N
\N,"2d1000IC00g00000","4930","UN",\N,\N,\N,"com.ibm.systemT.Organization","UN","421","423",\N
\N,"2d100oIC00g00000","4930","United Nations",\N,\N,\N,"com.ibm.systemT.Organization","United Nations","603","617",\N
\N,"2d100MIC00g00000","4930","Reuters",\N,\N,\N,"com.ibm.systemT.Organization","Reuters","800","807",\N
\N,"2d1008JC00g00000","4930","Reuters",\N,\N,\N,"com.ibm.systemT.Organization","Reuters","1115","1122",\N
\N,"2d100wJC00g00000","4930","European Union",\N,\N,\N,"com.ibm.systemT.Organization","European Union","1428","1442",\N
\N,"2d100UJC00g00000","4930","United Nations",\N,\N,\N,"com.ibm.systemT.Organization","United Nations","2968","2982",\N
\N,"2d100gKC00g00000","4930","EU",\N,\N,\N,"com.ibm.systemT.Organization","EU","3273","3275",\N
\N,"2d100EKC00g00000","4930","United Nations",\N,\N,\N,"com.ibm.systemT.Organization","United Nations","4493","4507",\N
\N,"z1100ALu00g00000","4195","EU",\N,\N,\N,"com.ibm.systemT.Organization","EU","2941","2943",\N
\N,"z1100YLu00g00000","4195","International Training Centre Of International Labour Organization",\N,\N,\N,"com.ibm.systemT.Organization","International Training Centre of International Labour Organization","3815","3881",\N
\N,"Ev000cXe00g00000","2024","Office Of Field Operations",\N,\N,\N,"com.ibm.systemT.Organization","Office of Field Operations","207","233",\N
\N,"Ev000AXe00g00000","2024","Chrysler Sebring",\N,\N,\N,"com.ibm.systemT.Organization","Chrysler Sebring","1359","1375",\N
\N,"Zq000AEd00g00000","1725","Pawan Hans Helicopters",\N,\N,\N,"com.ibm.systemT.Organization","Pawan Hans Helicopters Limited","820","850",\N
\N,"Y:000Urr00g00000","4028","Nasdaq",\N,\N,\N,"com.ibm.systemT.Organization","NASDAQ","398","404",\N
\N,"Y:000gsr00g00000","4028","Metro Rail",\N,\N,\N,"com.ibm.systemT.Organization","Metro Rail Corporation Limited","443","473",\N
\N,"Y:000Esr00g00000","4028","Operations Control Center",\N,\N,\N,"com.ibm.systemT.Organization","Operations Control Center","614","639",\N
\N,"Y:0000tr00g00000","4028","Thales",\N,\N,\N,"com.ibm.systemT.Organization","Thales","2885","2891",\N
\N,"JP000Evp00g00000","3309","Congress",\N,\N,\N,"com.ibm.systemT.Organization","Congress","2188","2196",\N
\N,"JP0000wp00g00000","3309","FBI",\N,\N,\N,"com.ibm.systemT.Organization","FBI","2639","2642",\N
\N,"0L0008qo00g00000","3008","Port Authority",\N,\N,\N,"com.ibm.systemT.Organization","Port Authority","627","641",\N
\N,"0L000wqo00g00000","3008","Port Authority",\N,\N,\N,"com.ibm.systemT.Organization","Port Authority","1135","1149",\N
